French,English
partirait,would leave
manoeuvres,maneuvers
gazelle,gazelle
myrtle,myrtle
élaboré,elaborate
reçues,received
manipule,manipulation
grignoter,nibble
satin,satin
étudiez,study
déserteur,deserter
twain,twain
pink,pink
cagoule,hood
going,going
classer,to classify
kendrick,kendrick
psychose,psychosis
chevaucher,ride
mckenzie,McKenzie
tète,head
pratiqué,convenient
envol,flight
baston,beating
shayne,shayne
inscriptions,registration
finlande,Finland
nakamura,nakamura
réhabilitation,rehabilitation
scalpel,scalpel
obèse,obese
skipper,skipper
clap,clap
emportent,take away
srt,srt
bam,bam
connell,connell
ecrire,to write
renifle,sniff
attaquant,attacker
sinbad,Sinbad
discrimination,discrimination
gideon,Gideon
laurent,Laurent
shaft,shaft
torrance,torus
cruise,cruise
mu,mu
racisme,racism
act,act
copié,copy
appelleras,will call
hooper,hooper
portiez,Port
dubois,Dubois
précisé,precise
coulent,flow
paillettes,glitter
mettrons,will put
philippines,Philippines
observations,observations
proposez,offer
latino,Latin
consacre,devoted
owens,Owens
incurable,incurable
châteaux,castles
délivrance,issuance
ports,ports
considérée,considered
accessible,accessible
maría,maría
dus,due
antiques,ancient
señora,señora
thatcher,thatcher
natal,native
densité,density
civiles,civil
phénomènes,phenomena
âneries,nonsense
bavardage,chat
envoyant,seeing
logis,house
gronde,rumble
friandises,treats
delaney,delaney
sponsor,sponsor
vulnérables,vulnerable
recréer,recreate
remplies,filled
aidant,helping
balèze,balèze
pleuve,rash
impec,impeccable
elsie,Elsie
haie,hedge
divorces,divorce
réfugié,refugee
cruche,jug
coulait,run
ètes,are
attaquons,Let's attack
embêtant,annoying
déniché,unearthed
deuxiéme,second
janeiro,janeiro
laurence,Laurence
effondrée,collapsed
merle,blackbird
saigon,saigon
répertoire,repertoire
cyril,cyril
mêles,mixed
directives,guidelines
norme,standard
arriviez,arrived
sociable,sociable
héroïsme,heroism
gui,mistletoe
pédophile,pedophile
humanitaire,humanitarian
pondre,lay
débordée,overwhelmed
accepterais,would accept
protèges,protective
barils,barrels
havre,haven
émotionnelle,emotional
surpasser,surpass
plaquée,plated
criminelles,criminal
chrono,chrono
priés,prayed
somptueux,sumptuous
hook,hook
causent,cause
kruger,kruger
mortier,mortar
récital,recital
récupérez,recover
things,Things
gadget,gadget
conduisant,driving
veilleuse,night light
inondé,flooded
travaiiier,work
tuons,kill
transactions,transactions
marquez,mark
servaient,served
berry,berry
indépendants,independent
sacha,sacha
bourses,scholarships
octave,octave
nets,clear
verrouillage,lockdown
fracas,crash
repenser,rethink
charly,Charly
bebe,Babe
maudis,cursed
malaria,malaria
télés,TVs
rs,RS
diplômés,graduates
beta,beta
sabrina,Sabrina
chiotte,toilet
élastique,elastic
brenner,breny
renata,Renata
moshe,moshe
laputa,laputa
chiante,boring
nénés,stakes
lyndon,Lyndon
jabba,jabba
logiciels,software
aidan,Aidan
cosmo,cosmo
coûts,costs
tatie,Aunt
inscrite,registered
huiles,oils
bernadette,Bernadette
brousse,bush
repartie,distrust
charmeur,charmer
coulera,will flow
amplement,amply
vaine,vain
admettez,Admit
damnés,damned
illuminé,illuminated
incompréhensible,incomprehensible
séducteur,seducer
royaumes,kingdoms
intrépide,intrepid
entamer,to initiate
provocation,provocation
diriges,directing
centrales,power stations
licenciement,dismissal
productions,productions
moisir,moldy
lira,lira
referai,Refe
calcutta,Calcutta
saboté,sabotage
arriere,back
niez,deny
étiquettes,labels
guérira,will heal
ressaisir,sneak
pègre,underworld
barrée,crossed out
écouler,flow out
transparent,transparent
insolite,unusual
joanie,Joanie
fatigant,tiring
oculaire,ocular
sagement,wisely
sortirons,will take out
pratt,pratt
newport,newport
oubiié,outspoted
timbré,stamp
armez,arm
apprit,learned
filmée,filmed
british,British
couronnement,coronation
omis,omitting
prioritaire,priority
fixés,fixed
orages,thunderstorms
quitterais,would leave
coussins,cushions
paralysée,paralyzed
alignement,alignment
concorde,concord
moisson,harvest
défaillance,failure
lotus,lotus
tan,tan
pertinent,relevant
ourson,bear cub
clique,click
really,really
ten,ten
administrateur,administrator
remy,Remy
tuais,you have
auxiliaire,auxiliary
chacal,jackal
mourons,let's die
seaux,buckets
verset,verse
rigide,rigid
capone,capone
imaginait,imagined
allégations,allegations
austen,austen
magnétoscope,video recorder
saoudite,Saudi
guevara,guevara
roxanne,Roxanne
kristen,kristen
luthor,luthor
kev,kev
chazz,chazz
omc,omc
tensions,tensions
archibald,archibald
assigné,assigned
feeling,feeling
faisceau,beam
jap,jap
ar,ar
conservé,preserved
oasis,oasis
héréditaire,hereditary
renforce,reinforcement
mouettes,seagulls
écrivit,wrote
damnation,damnation
prêteur,lender
venge,avenging
battrons,Bounds
triompher,triumph
cardiaques,cardiacs
vigilants,vigilant
fabriquée,made
poussés,pushes
fusiller,rush
tournera,will run
collaborateurs,employees
péniche,barge
sampson,Sampson
superstitions,superstitions
dégoté,degree
infecte,infected
obsède,obsessed
égoïstes,selfish
accuses,accused
gares,stations
installez,Install
piller,plunder
produira,will produce
heights,heights
manuels,manuals
rivaliser,compete
ravir,delight
cannes,canes
redressement,recovery
attribué,attributed
vivien,vivian
cascadeur,stuntman
quitta,left
apprécies,appreciate
pénélope,Penelope
rapportera,will report
conforme,consistent
paysages,landscapes
évoqué,evoked
stones,stones
naval,naval
australien,Australian
derby,Derby
convenir,suit
ziggy,ziggy
salami,salami
rosbif,Roast beef
révision,revision
monuments,monuments
relier,relate
crasseux,filthy
taj,taj
délirant,delirious
inscris,registration
schizophrénie,schizophrenia
sondages,surveys
rital,rital
coute,cost
bibliothécaire,librarian
delgado,Delgado
métallique,metallic
midwest,midwest
guidage,guidance
aspirer,strive
ravisseurs,captors
remontée,lift
positifs,positive
griff,griff
lagon,lagoon
und,und
pollock,Pollock
badges,badges
logo,logo
wonka,wonka
lasers,lasers
marlin,marlin
pupilles,pupil
partagera,share to
occupées,busy
dînons,dinons
hauteurs,Heights
visuelle,visual
fossiles,fossils
cambrioleurs,burglars
crucifié,crucified
frappera,will strike
larves,larvae
gît,lick
paysanne,peasant
alonzo,Alonzo
tania,Tania
trinity,trinity
dédicace,dedication
entendiez,hear
décente,decent
empêcherai,will prevent
recommencera,will start again
paraîtra,will appear
diplômée,graduate
véreux,wicked
insensée,insane
cravates,ties
terne,dull
dentier,denture
municipale,municipal
reconnaissent,recognize
indes,Indies
infernale,infernal
vilaines,naughty
compléter,complete
dérangera,will bother
acolyte,acolyte
continental,continental
cerner,define
matinale,morning
agnes,Agnes
monteur,editor
casablanca,Casablanca
inquiété,worry
élimination,elimination
corrects,correct
payant,paying
prévois,forecast
commerçant,trader
singer,singe
escargot,snail
absorbé,absorbed
fondamentale,fundamental
rembrandt,rebellion
écritures,scriptures
fêté,party
volontés,wishes
tremblements,tremors
venezuela,Venezuela
crique,cove
singulier,singular
replier,fold up
soprano,soprano
barker,barker
palier,bearing
révèlent,reveal
fréquent,frequent
did,did
nausées,nausea
inutilement,unnecessarily
crèvent,become in line
explosera,will explode
armada,armada
amélie,Amelie
réalisme,realism
récentes,recent
cocos,coconous
janis,janis
adapte,adapted
magellan,magellan
mitsuko,mitsuko
caisson,box
appuies,pressing
puent,stinking
yvette,Yvette
roules,bears
propulsion,propulsion
exclus,excluded
alamo,alamo
richter,richter
lina,lina
jun,jun
greer,rig
fogg,fogg
deacon,deacon
greene,Greene
harald,harald
racistes,racist
mojo,mojo
prestes,predictors
muffin,muffin
couvrira,will cover
lustre,chandelier
sentiers,trails
grossit,grows
serviront,will serve
cessera,will cease
urbain,urban
annoncent,announce
palmiers,Palm trees
parjure,perjury
démoniaque,demonic
énigmes,puzzles
piquant,Spicy
pourpre,purple
étreinte,embrace
sen,sen
extérieurs,exterior
chére,dear
controverse,controversial
kenichi,Kenichi
approchant,approaching
grandement,greatly
platine,platinum
arrêterait,would stop
wah,wah
déballer,unpack
aborde,tackles
produise,produced
idem,Same
morsures,bites
frôlé,frozen
entrave,hindrance
distractions,distractions
teinture,dyeing
meures,skills
ferris,ferris
sécession,secession
quitteras,will leave
rebord,flange
faraday,faraday
attirance,attraction
descendait,was going down
suspecté,suspected
épuisant,exhausting
cidre,cider
biêre,beer
irréel,unreal
liquidé,liquid
bannière,banner
inestimable,invaluable
jobs,jobs
pétales,petal
cameraman,cameraman
vigne,vine
barb,barb
comédies,comedies
blood,Blood
instruire,educate
matinal,morning
bénéfique,beneficial
terrier,terrier
agace,annoyed
occidentaux,Western
sanguinaire,bloodthirsty
bonnets,cups
forsythe,Forsythe
hurlement,howling
iivres,IIVters
iaissé,Iaissé
python,python
ménager,spare
recommandations,recommendations
poignées,handles
henrietta,Henrietta
flirt,flirt
patriotes,patriots
quantités,quantities
appréciée,appreciated
serein,serene
épuise,exhaust
alarmes,alarms
coming,coming
step,step
égorger,slaughter
mollie,mollie
dépôts,deposit
súr,on
fatalité,fatality
congo,Congo
dense,dense
poursuivis,prosecuted
écoie,eg
violoniste,violinist
loco,loco
intelligentes,intelligent
confessé,confessed
prospectus,prospectus
palerme,palermo
copilote,co -pilot
chung,chung
vetements,clothes
salvatore,salvatore
identités,identities
consommateurs,consumers
infiltration,infiltration
august,August
chenille,caterpillar
intouchable,untouchable
gone,gone
calder,calder
téléspectateurs,viewers
hélium,helium
quill,quill
allergies,allergies
berman,Berman
hud,hud
nirvana,nirvana
recomptage,recount
shekhar,Shekhar
hardcore,hardcore
rutles,rutles
macgruber,macgruber
confidentialité,privacy
shan,Shan
tracer,trace
miches,locks
prets,loans
exagérer,exaggerate
historien,historian
sea,Sea
planétaire,planetary
tiendrez,hold out
guidera,will guide
avoine,oats
nuptiale,nuptial
rôder,prowl
déplaisant,unpleasant
enverront,will send
pèlerinage,pilgrimage
chantiers,sites
tardé,deceased
monterai,will go up
infect,infective
horizons,horizons
téméraire,reckless
blaguais,joke
rab,rab
enlèvent,take away
babouin,baboon
déplacez,move
oriental,Oriental
indulgent,indulgent
cinquantaine,fifty
beatrice,Beatrice
hauser,hause
frau,frau
nectar,nectar
jeffries,Jeffries
gênait,embarrassed
autonomie,autonomy
transmets,transmit
révélations,revelation
incarne,embodied
poupe,stern
chiche,chiche
renifler,sniff
lèvera,will raise
réagissent,react
participants,participants
pairs,peers
signifier,mean
peck,peck
comiques,comic
ice,Ice
dessinées,drawing
mannion,mannion
moustaches,whiskers
menus,menus
serbes,Serbs
contamination,contamination
redevenu,become again
hold,hold
maléfiques,evil
haven,Haven
patrimoine,heritage
taulard,taulard
rouleaux,rollers
neveux,nephew
then,then
repartis,distributed
monarchie,monarchy
perspectives,prospects
prunes,plums
précède,above
vannes,valve
beige,beige
ecoutons,listen to
sharp,sharp
industriels,industrial
bambi,bambi
illumine,illuminated
faces,faces
suzuki,Suzuki
eileen,Eileen
restaient,remained
myrtilles,blueberries
retrouvait,found
dowd,dowd
tranchant,sharp
senor,sennor
poussette,stroller
initié,initiated
syphilis,syphilis
millénaires,millennia
kai,kai
rafe,rafe
trainer,hang out
serieux,serious
paumés,lost
pâris,Paris
são,são
rothschild,Rothschild
continuum,continuum
nicaragua,Nicaragua
camés,camée
imam,imam
huang,huang
elly,Elly
linux,Linux
deunan,deunan
jacobs,jacobs
désintox,detox
pessimiste,pessimistic
annoncez,Announce
échappement,exhaust
amusais,amusian
ressemblais,resembled
abandonnent,abandon
défunte,deceased
porterait,would carry
coupant,cutting
progression,progress
vapeurs,vapor
nigaud,nigud
taureaux,bulls
islande,Iceland
appartiendra,will belong
rames,oars
croyants,believers
traduis,translated
paierait,would pay
tvs,tvs
serbe,Serbian
taquine,teasing
gourmand,gourmand
otez,have
borne,thick headed
poursuivra,will continue
attaqueront,will attack
sonder,probe
épouserais,would marry
deep,deep
macy,Macy
concernés,concerned
continu,continued
verrous,lock
oublierez,will forget
construisent,construct
poserai,will pose
apparente,related
mouillées,wet
épaisseur,thickness
bactéries,bacteria
épisodes,episodes
requise,required
emmy,Emmy
empêchait,prevented
imbattable,unbeatable
shilling,shilling
conclus,concluded
tanière,lair
compote,compote
niche,niche
décompte,count
lsabelle,lsabelle
symbolise,symbolize
ir,ir
lø,lø
marchaient,were walking
goebbels,guebbels
parez,face
infime,tiny
reliés,connected
téléphonez,call
dolan,Dolan
nulles,zero
exacts,accurate
name,name
wellington,Wellington
mind,mind
into,intoxication
pions,pions
musculaire,muscular
silva,silva
aptitudes,skills
observent,observe
amazones,amazons
séisme,earthquake
kharis,Kharis
latour,tower
orge,barley
bowman,bowman
whitman,whitman
freres,brothers
roberta,Roberta
casa,Casa
eunice,eunice
dut,dut
shepherd,Shepherd
elu,elected
stig,stig
cétait,it was
pv,pv
casiers,lockers
crèves,crest
odin,Odin
cnst,CNST
yougoslavie,Yugoslavia
mtv,MTV
carmine,carmine
sirius,sirius
shen,Shen
mali,Mali
rogue,rogue
jiji,jiji
neha,neha
joyeuses,happy
cheminées,chimneys
patiner,skate
affût,peak
chargerai,will load
motors,motors
attendus,expected
tronçonneuse,chain saw
supposition,assumption
whiskey,whiskey
bouddhiste,Buddhist
cambodge,Cambodia
utilisaient,used
porteuse,carrier
tentons,tentons
égyptiens,Egyptian
désirait,wanted
enregistrés,recorded
sus,sus
deuxieme,second
acquisition,acquisition
enjeux,challenges
versailles,versailles
laisserons,let's leave
mangée,Ate
ruses,cunning
hadès,Hades
corbillard,hearse
chuté,fall
cornichon,pickle
lycéens,high school students
récits,stories
expérimenter,experiment
risquerais,would risk
rappelée,recalled
formée,formed
calcule,calculated
constitué,made up
tiendrais,would hold
teniez,hold on
enverrait,would send
côtelette,chop
esquimau,Eskimo
recoins,hidden
basculer,to fall over
sunday,Sunday
baiie,bay
aumônier,chaplain
expédié,shipped
bavardages,gossip
pénurie,shortage
caractéristique,characteristic
fléchettes,darts
maîtrisé,mastered
das,das
fascine,fascine
unanimité,unanimity
aloha,aloha
mcguire,mcguire
insomnie,insomnia
affectée,affected
vengerai,will avenge
compliquées,complicated
encouragements,encouragement
publication,publication
déranges,bothering
régal,treat
épouvantail,scarecrow
doctor,doctor
levons,let's raise
accepterait,would accept
tirais,drew
entourés,surrounded
constellation,constellation
supprime,delete
représentes,represents
menacés,threat
purgatoire,purgatory
annee,year
païens,pagan
demeurer,remain
antoinette,Antoinette
ku,ku
récite,recite
entraînant,causing
wilma,Wilma
regardés,watched
amont,upstream
soumission,submission
visant,targeting
lanternes,lanterns
résoudra,will resolve
surveillait,watched
arrosé,watered
survivent,survive
philo,philosophy
nicotine,nicotine
clans,clans
perez,perez
viseur,viewfinder
joiie,joint
best,best
argo,argo
retours,feedback
fournitures,stationery
priori,a priori
merrill,merrill
verbe,verb
energie,energy
inn,inn
keiko,keiko
mg,MG
pseudo,pseudo
hathaway,hathaway
ukraine,Ukraine
médocs,medocs
rolex,rolex
juno,juno
sven,sven
blog,blog
ms,ms
suceur,nozzle
soutif,sustain
morpions,morpions
rappeur,rapper
secretariat,secretariat
soumise,submissive
zéros,zeros
causera,will cause
preux,valiant
converti,converted
tri,sorting
robuste,robust
brigands,robbers
impuissants,helpless
rhin,Rhine
observatoire,observatory
lancés,launched
déserteurs,deserters
baisez,kiss
frustrant,frustrating
organique,organic
cousue,sewn
tong,flipper
tempo,tempo
chêrie,Dear
aérodrome,aerodrome
bossez,bump
cahiers,notebooks
poigne,grip
procês,trial
accessoire,accessory
bath,Bath
réputé,renowned
salué,greeted
empoisonnement,poisoning
déduit,deduction
plaisais,pleasant
jetterai,will throw
narines,nostril
potins,gossip
salons,salons
visait,aimed
ciei,ciei
détaillé,detailed
figurants,extras
autonome,autonomous
donnerons,let's give
gramme,gram
insuffisant,insufficient
suédoise,Swedish
abordé,tackled
attribuer,assign
gobelet,cup
marmite,cooking pot
embrassent,kiss
ronfle,snore
balades,strolls
