,French,English
1382,claudio,claudio
1383,ava,Ava
1384,pascal,pascal
1385,boulette,pellet
1386,design,design
1387,controle,control
1388,auschwitz,Auschwitz
1389,janine,Janine
1390,weekend,weekend
1391,génocide,genocide
1392,jimi,jimi
1393,kiffe,kiffe
1394,baldrick,baldrick
1395,daryl,Daryl
1396,fester,fester
1397,tigrou,tigrou
1398,agressée,attacked
1399,insinuez,Insinteen
1400,blindée,armored
1401,riposter,ride
1402,plongez,dive
1403,débarquent,disembark
1404,charlot,charlot
1405,benito,benito
1406,mélancolie,melancholy
1407,échappera,Escape to
1408,possédée,possessed
1409,rétablissement,recovery
1410,burrows,burrows
1411,épicier,grocer
1412,muets,mute
1413,radieux,radiant
1414,oubliées,forgotten
1415,redoute,redoubt
1416,existes,existing
1417,gaspillé,wasted
1418,prêtez,Lend
1419,chick,chick
1420,refusera,will refuse
1421,empêchez,prevent
1422,pèlerins,pilgrims
1423,lrlandais,LRland
1424,porteras,Portera
1425,poteaux,poles
1426,dépêches,dispatches
1427,lobe,lobe
1428,polonaise,Polish
1429,viviez,live
1430,intéressez,interest
1431,ressorti,output
1432,rapportent,report
1433,envoyons,Let's send
1434,affirmé,assertive
1435,réveillés,awake
1436,fourre,shoe
1437,inclut,include
1438,macaque,macaque
1439,déterrer,dig up
1440,débrouillera,will manage
1441,supériorité,superiority
1442,bondir,leap
1443,fréres,brothers
1444,tombées,fell
1445,control,control
1446,défile,parade
1447,cartouche,cartridge
1448,twist,twist
1449,karloff,karloff
1450,olivier,Olivier
1451,insinues,insinuated
1452,supposez,suppose
1453,changeront,will change
1454,confortablement,comfortably
1455,piété,devotion
1456,occidental,Western
1457,tracas,hassle
1458,branchés,trendy
1459,dessinée,drawing
1460,cannibales,cannibals
1461,lsraël,lsrael
1462,ajuster,adjust
1463,menacez,threaten
1464,autographes,autographs
1465,poulailler,chicken coop
1466,ennuyais,boring
1467,prévient,warns
1468,gratuites,free
1469,crocodiles,crocodiles
1470,bénite,blessed
1471,arrachée,pulled
1472,were,were
1473,diminuer,decrease
1474,bahut,bahut
1475,destroyer,destroy
1476,liban,Lebanon
1477,inaccessible,inaccessible
1478,diminué,decreases
1479,exclusivement,exclusively
1480,corky,Corky
1481,abdul,abdul
1482,pomper,pump
1483,strip,strip
1484,ogives,warheads
1485,borgne,borne
1486,aluminium,aluminum
1487,sushis,sushi
1488,wiley,wiley
1489,guérilla,guerrilla
1490,trek,trek
1491,lucien,Lucien
1492,reg,reg
1493,vietnamiens,Vietnamese
1494,kathryn,kathryn
1495,georgetown,georgetown
1496,geordi,geordi
1497,représentez,represent
1498,placards,cupboards
1499,forage,drilling
1500,caféine,caffeine
1501,esquiver,to dodge
1502,eclair,flash
1503,maxine,maxine
1504,battons,beating
1505,bûcheron,lumberjack
1506,hola,Hello
1507,eternel,eternal
1508,crevette,shrimp
1509,musicales,musical
1510,accompagnent,accompany
1511,gaieté,gaiety
1512,retrouvailles,reunion
1513,tenus,held
1514,fis,fis
1515,signés,signed
1516,inséparables,inseparable
1517,ouvrière,factory Girl
1518,contrôlée,controlled
1519,actualités,news
1520,pommade,ointment
1521,caleçons,seats
1522,mata,mata
1523,tuerez,will kill
1524,catalina,Catalina
1525,percuté,sneak
1526,nanny,nanny
1527,somnifère,sleeping pill
1528,fusillé,shot
1529,conteste,dispute
1530,familière,familiar
1531,profitent,benefit
1532,winnie,Winnie
1533,exploite,exploit
1534,jaser,chatter
1535,kaiser,Kaiser
1536,fragiles,fragile
1537,licencié,licensee
1538,éventail,range
1539,échéance,due date
1540,yellow,yellow
1541,ch,ch
1542,cabines,cabins
1543,pointu,sharp
1544,rimes,rhymes
1545,emerson,Emerson
1546,galeries,galleries
1547,mesquin,sooty
1548,revolvers,revolvers
1549,budapest,Budapest
1550,arrêtiez,stop
1551,combines,panels
1552,coiffeuse,hairdresser
1553,fièrement,proudly
1554,unissent,unite
1555,calvaire,Calvary
1556,justesse,accuracy
1557,attendras,will wait
1558,bûche,log
1559,souciez,worry
1560,virent,saw
1561,dévaliser,rob
1562,écoule,flow
1563,tournevis,screwdriver
1564,débrancher,unplug
1565,démodé,old -fashioned
1566,touchdown,touch down
1567,marmotte,marmot
1568,diesel,diesel
1569,confisqué,confiscated
1570,sangsues,leechs
1571,infantile,infantile
1572,patton,patton
1573,formés,trained
1574,hampshire,Hampshire
1575,reserve,reserve
1576,adios,adios
1577,volts,volts
1578,météore,meteor
1579,résidents,residents
1580,chasteté,chastity
1581,réunies,gathered
1582,devlin,Devlin
1583,farmer,wack up
1584,dundee,dundee
1585,katrina,katrina
1586,rincer,rinse
1587,lésions,lesions
1588,cafe,coffee
1589,vega,vega
1590,cappuccino,cappuccino
1591,spence,outspokenness
1592,hurley,Hurley
1593,capteurs,sensors
1594,brother,brother
1595,téléportation,teleportation
1596,bubba,bubba
1597,irwin,irwin
1598,gandalf,gandalf
1599,jam,jam
1600,içi,here
1601,osono,osono
1602,établis,established
1603,patin,skate
1604,plaisantait,joked
1605,dérangeait,bored
1606,amusement,fun
1607,surprenante,surprisingly
1608,gitane,gypsy
1609,jargon,jargon
1610,parla,over there
1611,vastes,vast
1612,conçus,designed
1613,éther,ether
1614,brûlées,burned
1615,prive,private
1616,funeste,fatal
1617,gratin,gratin
1618,partageait,shared
1619,eurent,had
1620,odessa,Odessa
1621,tracts,leaflets
1622,saccagé,ransacked
1623,johnnie,johnnie
1624,browning,browning
1625,ensembles,sets
1626,kearns,kearns
1627,rencontreras,will meet
1628,tord,tidy
1629,yep,yep
1630,recharger,recharge
1631,appele,called
1632,costauds,beefy
1633,rassemblent,bring together
1634,boive,drinking
1635,versez,pour
1636,aimables,friendly
1637,pulsions,impulses
1638,épingles,pins
1639,amabilité,kindness
1640,épater,to wow
1641,amenait,brought
1642,alpes,Alps
1643,explosent,explode
1644,ramez,Rame
1645,sauvagement,savagely
1646,evitez,avoid
1647,piston,piston
1648,francais,French
1649,cartwright,cartwright
1650,emménage,move
1651,glacial,glacial
1652,modifications,changes
1653,réglera,will settle
1654,mangeur,eater
1655,polis,polished
1656,désirée,desired
1657,telephone,phone
1658,aéroports,airports
1659,voilier,sailing ship
1660,bordeaux,Bordeaux
1661,équipée,equipped
1662,évadés,evaded
1663,inaperçu,unstoppated
1664,révélée,revealed
1665,feinte,feigned
1666,terrence,soil
1667,avancées,advanced
1668,décevez,Dip
1669,envahisseurs,invaders
1670,afficher,display
1671,pharmaceutique,pharmaceutical
1672,passeur,passer
1673,atteints,suffering
1674,diffuse,diffuse
1675,couchage,sleeping
1676,etonnant,amazing
1677,voyeur,voyeur
1678,shiro,shiro
1679,felipe,felipe
1680,ceiie,this
1681,nouveiies,new
1682,défectueux,defective
1683,mendoza,Mendoza
1684,bourrés,drunk
1685,chavez,chavese
1686,leonardo,Leonardo
1687,åt,Åt
1688,linus,linus
1689,ahmad,ahmad
1690,spartacus,spartacus
1691,silvia,silvia
1692,présidentiel,presidential
1693,vulcain,Vulcan
1694,osman,Osman
1695,masturber,masturbate
1696,hy,hy-
1697,paro,paro
1698,carlito,carlito
1699,martine,martine
1700,bosnie,Bosnia
1701,string,string
1702,graeme,bassineful
1703,détends,relaxation
1704,hélice,helix
1705,compas,compass
1706,rigolé,laugh
1707,pâturages,pasture
1708,facilite,ease
1709,agricole,agricultural
1710,aptitude,aptitude
1711,délégués,delegates
1712,ride,wrinkled
1713,tourment,torment
1714,originaire,native
1715,vigilant,vigilant
1716,rendit,rendered
1717,concentrée,concentrated
1718,réseaux,networks
1719,after,after
1720,dormiez,sleep
1721,impatients,impatient
1722,tourmenter,torment
1723,jock,jock
1724,ez,ez
1725,gymnastique,gymnastic
1726,tourtereaux,lovebirds
1727,phelps,phelps
1728,falaises,cliffs
1729,hari,hari
1730,commet,command
1731,fauchée,mown
1732,rasage,shaving
1733,laverie,laundromat
1734,emportera,will take away
1735,palpitant,exciting
1736,apéritif,aperitif
1737,funéraire,funeral
1738,identifiés,identified
1739,dérober,to steal
1740,bâtie,built
1741,débuter,start
1742,clac,clack
1743,située,located
1744,imprimerie,printing
1745,jamaïque,Jamaica
1746,lima,lima
1747,rangées,rows
1748,passagère,passenger
1749,extrémité,end
1750,iire,ire
1751,anglaises,English
1752,leigh,Leigh
1753,manquons,let's miss
1754,phoque,seal
1755,pillage,looting
1756,martinis,Martinis
1757,évitons,Evitons
1758,tuberculose,tuberculosis
1759,flaque,puddle
1760,écroulé,collapsed
1761,mettiez,put
1762,albanais,Albanian
1763,tendances,trends
1764,travaiiie,work
1765,constate,finding
1766,partirait,would leave
1767,manoeuvres,maneuvers
1768,gazelle,gazelle
1769,myrtle,myrtle
1770,élaboré,elaborate
1771,reçues,received
1772,manipule,manipulation
1773,grignoter,nibble
1774,satin,satin
1775,étudiez,study
1776,déserteur,deserter
1777,twain,twain
1778,pink,pink
1779,cagoule,hood
1780,going,going
1781,classer,to classify
1782,kendrick,kendrick
1783,psychose,psychosis
1784,chevaucher,ride
1785,mckenzie,McKenzie
1786,tète,head
1787,pratiqué,convenient
1788,envol,flight
1789,baston,beating
1790,shayne,shayne
1791,inscriptions,registration
1792,finlande,Finland
1793,nakamura,nakamura
1794,réhabilitation,rehabilitation
1795,scalpel,scalpel
1796,obèse,obese
1797,skipper,skipper
1798,clap,clap
1799,emportent,take away
1800,srt,srt
1801,bam,bam
1802,connell,connell
1803,ecrire,to write
1804,renifle,sniff
1805,attaquant,attacker
1806,sinbad,Sinbad
1807,discrimination,discrimination
1808,gideon,Gideon
1809,laurent,Laurent
1810,shaft,shaft
1811,torrance,torus
1812,cruise,cruise
1813,mu,mu
1814,racisme,racism
1815,act,act
1816,copié,copy
1817,appelleras,will call
1818,hooper,hooper
1819,portiez,Port
1820,dubois,Dubois
1821,précisé,precise
1822,coulent,flow
1823,paillettes,glitter
1824,mettrons,will put
1825,philippines,Philippines
1826,observations,observations
1827,proposez,offer
1828,latino,Latin
1829,consacre,devoted
1830,owens,Owens
1831,incurable,incurable
1832,châteaux,castles
1833,délivrance,issuance
1834,ports,ports
1835,considérée,considered
1836,accessible,accessible
1837,maría,maría
1838,dus,due
1839,antiques,ancient
1840,señora,señora
1841,thatcher,thatcher
1842,natal,native
1843,densité,density
1844,civiles,civil
1845,phénomènes,phenomena
1846,âneries,nonsense
1847,bavardage,chat
1848,envoyant,seeing
1849,logis,house
1850,gronde,rumble
1851,friandises,treats
1852,delaney,delaney
1853,sponsor,sponsor
1854,vulnérables,vulnerable
1855,recréer,recreate
1856,remplies,filled
1857,aidant,helping
1858,balèze,balèze
1859,pleuve,rash
1860,impec,impeccable
1861,elsie,Elsie
1862,haie,hedge
1863,divorces,divorce
1864,réfugié,refugee
1865,cruche,jug
1866,coulait,run
1867,ètes,are
1868,attaquons,Let's attack
1869,embêtant,annoying
1870,déniché,unearthed
1871,deuxiéme,second
1872,janeiro,janeiro
1873,laurence,Laurence
1874,effondrée,collapsed
1875,merle,blackbird
1876,saigon,saigon
1877,répertoire,repertoire
1878,cyril,cyril
1879,mêles,mixed
1880,directives,guidelines
1881,norme,standard
1882,arriviez,arrived
1883,sociable,sociable
1884,héroïsme,heroism
1885,gui,mistletoe
1886,pédophile,pedophile
1887,humanitaire,humanitarian
1888,pondre,lay
1889,débordée,overwhelmed
1890,accepterais,would accept
1891,protèges,protective
1892,barils,barrels
1893,havre,haven
1894,émotionnelle,emotional
1895,surpasser,surpass
1896,plaquée,plated
1897,criminelles,criminal
1898,chrono,chrono
1899,priés,prayed
1900,somptueux,sumptuous
1901,hook,hook
1902,causent,cause
1903,kruger,kruger
1904,mortier,mortar
1905,récital,recital
1906,récupérez,recover
1907,things,Things
1908,gadget,gadget
1909,conduisant,driving
1910,veilleuse,night light
1911,inondé,flooded
1912,travaiiier,work
1913,tuons,kill
1914,transactions,transactions
1915,marquez,mark
1916,servaient,served
1917,berry,berry
1918,indépendants,independent
1919,sacha,sacha
1920,bourses,scholarships
1921,octave,octave
1922,nets,clear
1923,verrouillage,lockdown
1924,fracas,crash
1925,repenser,rethink
1926,charly,Charly
1927,bebe,Babe
1928,maudis,cursed
1929,malaria,malaria
1930,télés,TVs
1931,rs,RS
1932,diplômés,graduates
1933,beta,beta
1934,sabrina,Sabrina
1935,chiotte,toilet
1936,élastique,elastic
1937,brenner,breny
1938,renata,Renata
1939,moshe,moshe
1940,laputa,laputa
1941,chiante,boring
1942,nénés,stakes
1943,lyndon,Lyndon
1944,jabba,jabba
1945,logiciels,software
1946,aidan,Aidan
1947,cosmo,cosmo
1948,coûts,costs
1949,tatie,Aunt
1950,inscrite,registered
1951,huiles,oils
1952,bernadette,Bernadette
1953,brousse,bush
1954,repartie,distrust
1955,charmeur,charmer
1956,coulera,will flow
1957,amplement,amply
1958,vaine,vain
1959,admettez,Admit
1960,damnés,damned
1961,illuminé,illuminated
1962,incompréhensible,incomprehensible
1963,séducteur,seducer
1964,royaumes,kingdoms
1965,intrépide,intrepid
1966,entamer,to initiate
1967,provocation,provocation
1968,diriges,directing
1969,centrales,power stations
1970,licenciement,dismissal
1971,productions,productions
1972,moisir,moldy
1973,lira,lira
1974,referai,Refe
1975,calcutta,Calcutta
1976,saboté,sabotage
1977,arriere,back
1978,niez,deny
1979,étiquettes,labels
1980,guérira,will heal
1981,ressaisir,sneak
1982,pègre,underworld
1983,barrée,crossed out
1984,écouler,flow out
1985,transparent,transparent
1986,insolite,unusual
1987,joanie,Joanie
1988,fatigant,tiring
1989,oculaire,ocular
1990,sagement,wisely
1991,sortirons,will take out
1992,pratt,pratt
1993,newport,newport
1994,oubiié,outspoted
1995,timbré,stamp
1996,armez,arm
1997,apprit,learned
1998,filmée,filmed
1999,british,British
2000,couronnement,coronation
2001,omis,omitting
2002,prioritaire,priority
2003,fixés,fixed
2004,orages,thunderstorms
2005,quitterais,would leave
2006,coussins,cushions
2007,paralysée,paralyzed
2008,alignement,alignment
2009,concorde,concord
2010,moisson,harvest
2011,défaillance,failure
2012,lotus,lotus
2013,tan,tan
2014,pertinent,relevant
2015,ourson,bear cub
2016,clique,click
2017,really,really
2018,ten,ten
2019,administrateur,administrator
2020,remy,Remy
2021,tuais,you have
2022,auxiliaire,auxiliary
2023,chacal,jackal
2024,mourons,let's die
2025,seaux,buckets
2026,verset,verse
2027,rigide,rigid
2028,capone,capone
2029,imaginait,imagined
2030,allégations,allegations
2031,austen,austen
2032,magnétoscope,video recorder
2033,saoudite,Saudi
2034,guevara,guevara
2035,roxanne,Roxanne
2036,kristen,kristen
2037,luthor,luthor
2038,kev,kev
2039,chazz,chazz
2040,omc,omc
2041,tensions,tensions
2042,archibald,archibald
2043,assigné,assigned
2044,feeling,feeling
2045,faisceau,beam
2046,jap,jap
2047,ar,ar
2048,conservé,preserved
2049,oasis,oasis
2050,héréditaire,hereditary
2051,renforce,reinforcement
2052,mouettes,seagulls
2053,écrivit,wrote
2054,damnation,damnation
2055,prêteur,lender
2056,venge,avenging
2057,battrons,Bounds
2058,triompher,triumph
2059,cardiaques,cardiacs
2060,vigilants,vigilant
2061,fabriquée,made
2062,poussés,pushes
2063,fusiller,rush
2064,tournera,will run
2065,collaborateurs,employees
2066,péniche,barge
2067,sampson,Sampson
2068,superstitions,superstitions
2069,dégoté,degree
2070,infecte,infected
2071,obsède,obsessed
2072,égoïstes,selfish
2073,accuses,accused
2074,gares,stations
2075,installez,Install
2076,piller,plunder
2077,produira,will produce
2078,heights,heights
2079,manuels,manuals
2080,rivaliser,compete
2081,ravir,delight
2082,cannes,canes
2083,redressement,recovery
2084,attribué,attributed
2085,vivien,vivian
2086,cascadeur,stuntman
2087,quitta,left
2088,apprécies,appreciate
2089,pénélope,Penelope
2090,rapportera,will report
2091,conforme,consistent
2092,paysages,landscapes
2093,évoqué,evoked
2094,stones,stones
2095,naval,naval
2096,australien,Australian
2097,derby,Derby
2098,convenir,suit
2099,ziggy,ziggy
2100,salami,salami
2101,rosbif,Roast beef
2102,révision,revision
2103,monuments,monuments
2104,relier,relate
2105,crasseux,filthy
2106,taj,taj
2107,délirant,delirious
2108,inscris,registration
2109,schizophrénie,schizophrenia
2110,sondages,surveys
2111,rital,rital
2112,coute,cost
2113,bibliothécaire,librarian
2114,delgado,Delgado
2115,métallique,metallic
2116,midwest,midwest
2117,guidage,guidance
2118,aspirer,strive
2119,ravisseurs,captors
2120,remontée,lift
2121,positifs,positive
2122,griff,griff
2123,lagon,lagoon
2124,und,und
2125,pollock,Pollock
2126,badges,badges
2127,logo,logo
2128,wonka,wonka
2129,lasers,lasers
2130,marlin,marlin
2131,pupilles,pupil
2132,partagera,share to
2133,occupées,busy
2134,dînons,dinons
2135,hauteurs,Heights
2136,visuelle,visual
2137,fossiles,fossils
2138,cambrioleurs,burglars
2139,crucifié,crucified
2140,frappera,will strike
2141,larves,larvae
2142,gît,lick
2143,paysanne,peasant
2144,alonzo,Alonzo
2145,tania,Tania
2146,trinity,trinity
2147,dédicace,dedication
2148,entendiez,hear
2149,décente,decent
2150,empêcherai,will prevent
2151,recommencera,will start again
2152,paraîtra,will appear
2153,diplômée,graduate
2154,véreux,wicked
2155,insensée,insane
2156,cravates,ties
2157,terne,dull
2158,dentier,denture
2159,municipale,municipal
